Id_Funcionario,Idade,Valor Diaria,Indice_Envolvimento_Trabalho,Nivel_Satisfacao_Trabalho,Salario_Mensal,Numero_Empresas_Anteriores,Disponivel_Hora_Extra,Percentual_Ultimo_Aumento_Salario,Aval_Performance,Anos_Experiencia,Numero_Treinamentos_Ano_Anterior,Anos_na_Empresa,Anos_Funcao_Atual,Anos_Desde_Ultima_Promocao,Anos_com_Gerente_Atual,Promocao_Recomendada,Id_Funcao,Id_Departamento,Id_Viagem,Id_Genero,Id_Estado_Civil
1225,44,200,3,4,4541,1,N,25,4,20,3,20,11,13,17,Sim,1,1,1,2,1
1226,20,654,4,4,2678,1,N,17,3,2,2,2,1,2,2,Não,5,1,1,2,1
1228,46,150,3,4,7379,2,N,11,3,12,3,6,3,1,4,Não,3,1,1,2,3
1231,42,179,4,1,6272,7,N,16,3,10,3,4,3,0,3,Não,1,1,3,2,2
1233,60,696,4,4,5220,0,S,18,3,12,3,11,7,1,9,Não,1,1,1,2,3
1234,32,116,2,2,2743,1,N,20,4,2,2,2,2,2,2,Não,2,1,2,1,2
1235,32,1316,3,3,4998,4,S,14,3,10,2,8,7,0,7,Não,1,1,2,1,1
1237,36,363,1,1,10252,2,S,21,4,17,2,7,7,7,7,Sim,3,1,1,1,3
1238,33,117,3,4,2781,0,N,13,3,15,5,14,10,4,10,Não,1,1,1,2,2
1239,40,107,2,2,6852,7,N,12,3,7,2,5,1,1,3,Não,1,1,1,1,3
1240,25,1356,3,4,4950,0,N,14,3,5,4,4,3,1,1,Não,1,1,1,2,1
1241,30,1465,3,2,3579,0,S,21,4,12,2,11,9,5,7,Sim,1,1,1,2,2
1242,42,458,3,1,13191,3,S,17,3,20,6,1,0,0,0,Não,6,1,2,1,2
1243,35,1212,2,4,10377,4,S,11,3,16,6,13,2,4,12,Não,1,1,3,1,2
1244,27,1103,3,1,2235,1,S,14,3,9,3,9,7,6,8,Sim,1,1,1,2,2
1245,54,966,3,3,10502,7,N,17,3,33,2,5,4,1,4,Não,3,1,2,1,3
1246,44,1117,4,4,2011,1,N,13,3,10,5,10,5,7,7,Sim,1,1,1,1,2
1248,19,504,2,2,1859,1,S,25,4,1,2,1,1,0,0,Não,1,1,3,1,1
1249,29,1010,3,4,3760,1,N,15,3,3,5,3,2,1,2,Não,1,1,1,1,3
1250,54,685,3,4,17779,3,N,14,3,36,2,10,9,0,9,Não,6,1,1,2,2
1251,31,1332,3,1,6833,1,S,12,3,6,2,6,5,0,1,Não,4,1,1,2,2
1252,31,1062,2,1,6812,1,N,19,3,10,2,10,9,1,8,Não,4,1,1,1,1
1254,59,326,2,4,5171,5,N,17,3,13,2,6,1,0,5,Não,1,1,1,1,1
1255,43,920,1,4,19740,3,N,14,3,25,2,8,7,0,7,Não,6,1,1,2,2
1256,49,1098,2,3,18711,2,N,13,3,23,2,1,0,0,0,Não,5,1,1,2,2
1257,36,469,3,2,3692,1,N,12,3,12,2,11,10,0,7,Não,1,1,2,2,2
1258,48,969,4,2,2559,5,N,11,3,7,4,1,0,0,0,Não,2,1,1,2,1
1259,27,1167,3,3,2517,1,N,11,3,5,2,5,3,0,3,Não,1,1,1,2,3
1260,29,1329,3,4,6623,1,S,11,3,6,2,6,0,1,0,Não,4,1,1,2,3
1263,48,715,2,4,18265,6,N,12,3,25,3,1,0,0,0,Não,6,1,1,2,1
1264,29,694,2,4,16124,3,N,14,3,9,2,7,7,1,7,Não,6,1,1,1,3
1265,34,1320,4,3,2585,0,N,17,3,2,5,1,0,0,0,Não,1,1,1,1,2
1267,44,1099,3,2,18213,7,N,11,3,26,5,22,9,3,10,Não,5,1,1,2,2
1268,33,536,4,3,8380,0,S,14,3,10,3,9,8,0,8,Não,1,1,1,2,3
1269,19,265,4,4,2994,1,S,12,3,1,2,1,0,0,1,Não,1,1,1,1,1
1270,23,373,3,3,1223,1,N,22,4,1,2,1,0,0,1,Não,1,1,1,2,2
1273,25,599,1,4,1118,1,S,14,3,1,4,1,0,1,0,Não,5,1,2,2,1
1275,26,583,3,4,2875,1,S,20,4,8,2,8,5,2,2,Não,1,1,1,2,1
1277,45,1449,1,2,18824,2,S,16,3,26,2,24,10,1,11,Não,5,1,1,1,1
1278,55,177,2,2,13577,1,S,15,3,34,3,33,9,15,0,Sim,4,1,3,2,3
1279,21,251,2,3,2625,1,N,20,4,2,2,2,2,2,2,Não,2,1,2,1,1
1280,46,168,2,2,18789,2,N,14,3,26,2,11,4,0,8,Não,5,1,1,1,2
1281,34,131,3,1,4538,0,S,12,3,4,3,3,2,0,2,Não,1,1,1,1,1
1282,51,237,3,2,19847,4,S,24,4,31,5,29,10,11,10,Sim,5,1,2,2,3
1283,59,1429,3,4,10512,6,N,12,3,25,6,9,7,5,4,Sim,3,1,1,2,1
1285,34,135,3,2,4444,4,N,13,3,15,2,11,8,5,10,Sim,2,1,2,1,3
1286,28,791,3,3,2154,0,S,11,3,5,2,4,2,0,2,Não,2,1,2,2,1
1288,44,1199,4,1,19190,1,N,14,3,26,4,25,9,14,13,Sim,5,1,1,2,3
1289,34,648,2,2,4490,4,N,11,3,14,5,10,9,1,8,Não,1,1,2,2,2
1291,35,735,3,3,3506,0,S,14,3,4,3,3,2,2,2,Não,1,1,1,2,2
1292,42,603,4,2,2372,6,S,16,3,18,2,1,0,0,0,Não,1,1,1,1,2
1293,43,531,2,4,10231,3,N,14,3,23,3,21,7,15,17,Sim,1,1,1,1,1
1294,36,429,3,2,5410,9,S,11,3,18,2,16,14,5,12,Sim,3,1,1,1,1
1295,44,621,3,4,7978,1,N,11,3,10,2,10,7,0,5,Não,4,1,1,1,2
1296,28,193,2,4,3867,1,S,12,3,2,2,2,2,2,2,Não,2,1,2,2,2
1297,51,968,2,3,2838,0,N,14,3,8,6,7,0,7,7,Sim,2,1,2,1,1
1298,30,879,3,3,4695,7,S,18,3,10,3,8,4,1,7,Não,3,1,3,1,1
1299,29,806,3,3,3339,3,S,13,3,10,2,7,7,7,7,Sim,2,1,1,1,3
1301,28,640,3,1,2080,2,N,11,3,5,2,3,2,1,2,Não,1,1,1,2,1
1303,25,266,3,2,2096,1,N,18,3,2,3,2,2,2,1,Não,1,1,1,1,1
1304,32,604,4,4,6209,1,N,15,3,10,4,10,7,0,8,Não,1,1,1,2,2
1306,45,364,3,2,18061,3,N,22,4,22,4,0,0,0,0,Não,5,1,2,1,1
1307,39,412,2,2,17123,6,S,13,3,21,4,19,9,15,2,Sim,5,1,1,1,3
1308,58,848,3,3,2372,1,N,12,3,2,3,2,2,2,2,Não,1,1,1,2,3
1309,32,1089,3,3,4883,1,N,18,3,10,3,10,4,1,1,Não,2,1,1,2,2
1310,39,360,3,1,3904,0,N,13,3,6,2,5,2,0,3,Não,1,1,1,2,1
1311,30,1138,2,4,4627,0,N,12,3,10,6,9,2,6,7,Sim,2,1,1,1,2
1312,36,325,3,3,7094,3,N,12,3,10,0,7,7,1,7,Não,4,1,1,1,2
1314,46,991,3,1,3423,6,N,12,3,10,3,7,6,5,7,Sim,1,1,1,1,1
1315,28,1476,1,4,6674,0,N,11,3,10,6,9,8,7,5,Sim,2,1,3,1,2
1317,50,1322,3,1,16880,4,S,11,3,25,2,3,2,1,2,Não,6,1,1,1,2
1318,40,299,2,2,9094,2,S,12,3,9,2,5,4,1,0,Não,1,1,1,2,1
1319,52,1030,3,2,8446,9,S,19,3,10,2,8,7,7,7,Sim,1,1,1,2,1
1321,30,634,3,1,11916,1,S,23,4,9,2,9,1,0,8,Não,5,1,1,1,2
1322,39,524,3,3,4534,0,N,11,3,9,6,8,7,1,7,Não,3,1,1,2,1
1324,31,587,3,3,9852,1,S,19,3,10,5,10,8,9,6,Sim,1,1,3,1,3
1329,41,256,1,2,6151,1,N,13,3,19,4,19,2,11,9,Sim,1,1,3,2,1
1331,31,1060,3,2,2302,1,S,11,3,3,2,3,2,2,2,Não,5,1,2,1,1
1333,44,935,3,1,2362,4,N,12,3,10,4,3,2,1,2,Não,2,1,1,2,2
1334,42,495,3,3,17861,0,S,13,3,21,3,20,8,2,10,Não,5,1,3,2,2
1336,55,282,1,3,19187,4,N,14,3,23,5,19,9,9,11,Sim,5,1,1,1,2
1338,56,206,3,2,19717,6,N,14,3,36,4,7,3,7,7,Sim,5,1,1,2,1
1340,40,458,3,3,3544,9,N,16,3,6,0,4,2,0,0,Não,1,1,3,2,3
1344,34,943,3,4,8500,0,N,11,3,10,0,9,7,1,6,Não,4,1,1,2,3
1346,40,523,3,4,4661,1,N,13,3,9,4,9,8,8,8,Sim,1,1,1,2,1
1349,41,1018,3,1,4103,0,N,17,3,10,2,9,3,1,7,Não,1,1,2,1,3
1350,35,482,3,3,4249,1,S,11,3,9,3,9,6,1,1,Não,1,1,2,2,1
1352,51,770,3,2,14026,1,S,11,3,33,2,33,9,0,10,Não,5,1,1,2,3
1355,38,1009,3,1,6893,3,N,15,3,11,3,7,7,1,7,Não,1,1,1,1,3
1356,34,507,3,1,6125,1,N,12,3,10,6,10,8,9,6,Sim,1,1,1,1,1
1358,25,882,3,4,3669,3,N,11,3,7,6,3,2,1,2,Não,2,1,1,2,2
1360,58,601,2,1,10008,7,S,14,3,31,0,10,9,5,9,Sim,3,1,1,1,2
1361,40,329,3,2,2387,3,N,22,4,7,3,4,2,0,3,Não,2,1,1,2,2
1362,36,607,4,1,4639,2,N,16,3,17,2,15,7,6,13,Sim,1,1,2,1,2
1363,48,855,3,4,7898,1,N,11,3,11,2,10,9,0,8,Não,3,1,1,2,1
1364,27,1291,4,4,2534,8,N,14,3,5,4,1,0,0,0,Não,5,1,1,1,2
1367,51,1405,2,2,13142,3,N,16,3,29,1,5,2,0,3,Não,3,1,1,1,1
1368,18,1124,3,4,1611,1,N,15,3,0,5,0,0,0,0,Não,2,1,3,1,1
1369,35,817,2,4,5363,0,N,12,3,10,0,9,7,0,0,Não,2,1,1,1,2
1371,27,793,1,4,5071,3,N,20,4,8,3,6,2,0,0,Não,1,1,2,2,1
1372,55,267,4,3,13695,6,S,17,3,24,2,19,7,3,8,Não,1,1,1,2,1
1373,56,1369,3,2,13402,4,S,12,3,33,0,19,16,15,9,Sim,3,1,1,2,2
1374,34,999,2,3,2029,1,N,20,4,5,2,5,4,0,0,Não,1,1,3,1,3
1375,40,1202,4,3,6377,5,N,20,4,15,0,12,11,11,8,Sim,4,1,1,1,3
1377,34,285,3,3,5429,4,N,13,3,10,1,8,7,7,7,Sim,2,1,1,2,2
1379,31,703,2,4,2785,7,N,14,3,3,3,1,0,0,0,Não,5,1,2,1,1
1380,35,662,3,3,4614,0,S,18,3,5,0,4,2,3,2,Não,1,1,2,1,2
1382,38,693,4,3,2610,1,N,11,3,4,2,4,2,0,3,Não,1,1,2,2,3
1383,34,404,3,4,6687,1,N,11,3,14,2,14,11,4,11,Não,4,1,1,1,1
1387,28,736,2,1,4724,1,N,11,3,5,0,5,3,0,4,Não,1,1,1,2,2
1389,31,330,3,3,6179,1,S,15,3,10,3,10,2,6,7,Sim,3,1,1,2,2
1390,39,1498,2,4,6120,3,S,12,3,8,2,5,4,1,4,Não,1,1,1,2,2
1391,51,541,3,2,10596,2,N,11,3,14,5,4,2,3,2,Não,1,1,2,2,2
1392,41,1200,3,4,5467,3,S,14,3,12,4,6,2,3,3,Não,1,1,2,1,3
1394,37,1439,3,3,2996,7,S,15,3,8,2,6,4,1,3,Não,1,1,1,2,2
1395,33,1111,3,4,9998,6,N,13,3,8,2,5,4,1,2,Não,1,1,2,2,2
1396,32,499,3,2,4078,0,S,13,3,4,3,3,2,1,2,Não,1,1,1,2,2
1397,39,1485,3,3,10920,3,N,21,4,13,2,6,4,0,5,Não,4,1,3,2,2
1399,25,1372,4,3,6232,2,N,11,3,6,3,3,2,1,2,Não,1,1,1,2,2
1401,52,322,4,3,13247,2,S,11,3,24,3,5,3,0,2,Não,3,1,2,1,2
1402,43,930,2,3,4081,1,S,14,3,20,3,20,7,1,8,Não,1,1,1,1,1
1403,27,205,2,4,5769,1,S,11,3,6,3,6,2,4,4,Não,1,1,1,1,2
1405,27,135,3,3,2394,1,S,13,3,8,2,8,2,7,7,Sim,1,1,1,1,1
1407,26,683,2,4,3904,0,N,12,3,5,2,4,3,1,1,Não,1,1,1,2,1
1408,42,1147,3,1,16799,0,N,14,3,21,5,20,7,0,9,Não,5,1,1,1,2
1409,52,258,3,1,2950,9,N,13,3,12,2,5,4,0,4,Não,2,1,1,1,2
1411,37,1462,3,3,3629,4,N,18,3,8,6,3,2,0,2,Não,2,1,1,1,1
1412,35,200,3,4,9362,2,N,11,3,10,2,2,2,2,2,Não,3,1,2,2,1
1415,25,949,3,4,3229,4,N,11,3,7,2,3,2,0,2,Não,2,1,1,2,2
1417,26,652,4,1,3578,0,N,12,3,8,2,7,7,0,7,Não,2,1,1,2,1
1419,29,332,2,1,7988,1,N,13,3,10,3,10,9,0,9,Não,1,1,1,2,1
1420,49,1475,2,1,4284,3,N,20,4,20,2,4,3,1,3,Não,2,1,2,2,1
1421,29,337,3,4,7553,0,S,12,3,9,1,8,7,7,7,Sim,4,1,2,1,1
1422,54,971,3,4,17328,6,N,19,3,29,3,20,7,12,7,Sim,6,1,1,1,1
1423,58,1055,3,1,19701,3,S,21,4,32,3,9,8,1,5,Não,6,1,1,1,2
1424,55,1136,4,4,14732,2,N,13,3,31,4,7,7,0,0,Não,6,1,1,2,3
1425,36,1174,3,2,9278,3,S,16,3,15,3,5,4,0,1,Não,1,1,1,1,1
1427,31,667,1,3,1359,1,N,12,3,1,3,1,0,0,0,Não,5,1,2,1,1
1428,30,855,3,1,4779,7,N,14,3,8,3,3,2,0,2,Não,1,1,1,1,3
1430,31,182,3,2,16422,3,N,11,3,9,3,3,2,1,0,Não,6,1,1,1,1
1431,34,560,3,1,2996,5,N,14,3,10,2,4,3,1,3,Não,1,1,2,2,3
1433,31,202,2,2,1261,1,N,12,3,1,3,1,0,0,0,Não,1,1,1,1,1
1434,27,1377,3,1,2099,0,N,14,3,6,3,5,0,1,4,Não,2,1,1,2,2
1435,36,172,2,4,5810,1,N,16,3,10,2,10,4,1,8,Não,2,1,1,2,1
1436,36,329,2,1,5647,4,N,13,3,11,3,3,2,0,2,Não,1,1,1,1,2
1438,47,465,3,4,3420,7,N,12,3,17,2,6,5,1,2,Não,1,1,1,2,2
1439,25,383,2,1,4400,3,N,12,3,6,2,3,2,2,2,Não,5,1,1,2,2
1440,37,1413,4,3,3500,0,N,14,3,7,2,6,5,1,3,Não,2,1,3,2,1
1441,56,1255,3,1,2066,2,N,22,4,5,3,3,2,1,0,Não,1,1,1,1,2
1443,47,359,3,3,17169,3,N,19,3,26,2,20,17,5,6,Sim,6,1,1,1,2
1445,24,1476,3,3,4162,1,S,12,3,5,3,5,4,0,3,Não,1,1,1,1,2
1446,32,601,3,4,9204,4,N,12,3,7,3,4,3,0,3,Não,1,1,1,2,2
1447,34,401,2,2,3294,5,N,17,3,7,2,5,4,0,2,Não,2,1,1,1,2
1448,41,1283,4,3,2127,2,S,12,3,7,5,4,2,0,3,Não,1,1,1,2,2
1449,40,663,3,3,3975,3,N,11,3,11,2,8,7,0,7,Não,2,1,3,2,3
1453,31,326,3,4,10793,1,N,18,3,13,5,13,7,9,9,Sim,1,1,1,2,3
1457,46,377,3,4,10096,4,N,11,3,28,1,7,7,4,3,Não,1,1,1,2,3
1458,39,592,2,1,3646,2,S,23,4,11,2,1,0,0,0,Não,2,1,3,1,1
1459,31,1445,4,2,7446,1,N,11,3,10,2,10,8,4,7,Não,3,1,2,1,1
1460,45,1038,1,1,10851,2,S,18,3,24,2,7,7,0,7,Não,4,1,1,2,3
1461,31,1398,4,2,2109,9,N,18,3,8,3,3,2,0,2,Não,1,1,1,1,1
1464,31,523,3,4,3722,6,S,13,3,7,2,2,2,2,2,Não,2,1,2,2,2
1465,45,1448,3,4,9380,4,S,18,3,10,4,3,1,1,2,Não,3,1,1,2,2
1466,48,1221,3,1,5486,4,N,11,3,15,3,2,2,2,2,Não,1,1,1,2,3
1467,34,1107,3,3,2742,1,N,15,3,2,0,2,2,2,2,Não,1,1,1,1,2
1468,40,218,2,2,13757,2,N,11,3,16,5,9,8,4,8,Não,6,1,3,2,3
1469,28,866,3,1,8463,0,N,18,3,6,4,5,4,1,3,Não,1,1,1,2,1
1471,44,981,2,3,3162,3,N,14,3,7,5,5,2,0,3,Não,2,1,3,2,1
1472,53,447,4,2,16598,4,N,12,3,35,2,9,8,8,8,Sim,6,1,1,2,1
1473,49,1495,3,3,6651,2,N,14,3,20,0,3,2,1,2,Não,4,1,1,2,2
1474,40,896,3,3,2345,2,N,14,3,8,3,3,1,1,2,Não,1,1,1,2,3
1475,44,1467,3,2,3420,1,N,13,3,6,3,5,2,1,3,Não,1,1,1,2,1
1477,33,430,3,1,4373,0,N,14,3,5,2,4,3,0,3,Não,1,1,2,2,2
1478,34,1326,1,1,4759,3,N,18,3,15,2,13,9,3,12,Não,1,1,1,2,1
1479,30,1358,3,3,5301,8,N,15,3,4,2,2,1,2,2,Não,1,1,1,2,2
1480,42,748,3,4,3673,1,N,13,3,12,3,12,9,5,8,Sim,2,1,2,1,1
1481,44,383,3,3,4768,7,N,12,3,11,4,1,0,0,0,Não,1,1,2,1,2
1482,30,990,3,3,1274,1,N,13,3,1,2,1,0,0,0,Não,1,1,3,2,3
1483,57,405,4,3,4900,0,N,24,4,13,2,12,9,2,8,Não,1,1,1,2,2
1484,49,1490,3,2,10466,3,N,14,3,29,3,8,7,0,7,Não,4,1,1,2,3
1485,34,829,3,1,17007,7,N,14,3,16,3,14,8,6,9,Sim,6,1,2,2,3
1486,28,1496,3,3,2909,3,N,15,3,5,3,3,2,1,2,Não,5,1,2,2,2
1487,29,115,3,2,5765,5,N,11,3,7,4,5,3,0,0,Não,1,1,2,1,1
1489,34,790,2,2,4599,0,S,23,4,16,2,15,9,10,10,Sim,1,1,1,1,1
1492,35,660,3,3,2404,1,N,13,3,1,3,1,0,0,0,Não,5,1,1,2,2
1494,24,381,3,1,3172,2,S,11,3,4,2,0,0,0,0,Não,2,1,2,2,1
1495,24,830,3,2,2033,1,N,13,3,1,2,1,0,0,0,Não,5,1,3,1,2
1496,44,1193,3,3,10209,5,S,18,3,16,2,2,2,2,2,Não,3,1,2,2,1
1497,29,1246,2,3,8620,1,N,14,3,10,3,10,7,0,4,Não,1,1,1,2,3
1499,30,330,3,3,2064,0,N,21,4,6,3,5,3,1,3,Não,1,1,1,2,3
1501,55,1229,3,3,4035,0,S,16,3,4,2,3,2,1,2,Não,4,1,1,2,2
1502,33,1099,2,2,3838,8,N,11,3,8,5,5,4,0,2,Não,2,1,1,1,2
1503,47,571,3,3,4591,3,S,17,3,11,4,5,4,1,2,Não,1,1,1,1,2
1504,28,289,2,1,2561,7,N,11,3,8,2,0,0,0,0,Não,2,1,2,2,1
1506,28,1423,2,3,1563,1,N,14,3,1,2,1,0,0,0,Não,1,1,1,2,3
1507,28,467,3,1,4898,0,N,14,3,5,5,4,2,1,3,Não,1,1,2,2,1
1509,49,271,2,1,4789,4,N,25,4,10,3,3,2,1,2,Não,2,1,1,1,2
1513,29,410,3,2,3180,0,N,13,3,4,3,3,2,0,2,Não,2,1,2,1,2
1514,28,1083,1,2,6549,1,N,14,3,8,2,8,6,1,7,Não,3,1,1,2,2
1515,33,516,3,3,6388,2,S,17,3,14,6,0,0,0,0,Não,4,1,1,2,1
1516,32,495,3,4,11244,2,N,25,4,10,5,5,2,0,0,Não,5,1,1,2,1
1520,54,1050,3,4,16032,3,N,20,4,26,2,14,9,1,12,Não,5,1,2,1,3
1522,29,224,2,1,2362,6,N,13,3,11,2,9,7,0,7,Não,1,1,1,2,1
1523,44,136,3,1,16328,3,N,13,3,24,1,20,6,14,17,Sim,6,1,1,2,2
1525,39,1089,3,2,8376,4,N,18,3,9,3,2,0,2,2,Não,3,1,1,1,1
1527,46,228,3,2,16606,8,N,12,3,23,2,13,12,5,1,Sim,5,1,1,1,2
1529,35,1029,2,2,8606,1,N,19,3,11,3,11,8,3,3,Não,4,1,1,1,1
1533,23,507,3,3,2272,0,N,14,3,5,2,4,3,1,2,Não,2,1,1,2,1
1534,40,676,3,1,2018,3,N,14,3,15,3,5,4,1,0,Não,2,1,1,2,1
1535,34,971,2,3,7083,1,S,14,3,10,3,10,9,8,6,Sim,1,1,1,2,2
1537,31,561,3,3,4084,1,N,12,3,7,2,7,2,7,7,Sim,1,1,2,1,1
1539,50,333,1,4,14411,1,S,13,3,32,2,32,6,13,9,Sim,6,1,2,2,1
1541,34,1440,3,3,2308,0,S,25,4,12,4,11,10,5,7,Sim,5,1,1,2,2
1542,42,1210,2,2,4841,4,N,14,3,4,3,1,0,0,0,Não,2,1,1,2,2
1543,37,674,3,4,4285,1,N,17,3,10,2,10,8,3,7,Não,1,1,1,2,2
1544,29,441,1,1,9715,3,N,13,3,9,3,7,7,0,7,Não,4,1,1,1,2
1545,33,575,2,2,4320,1,N,13,3,5,2,5,3,0,2,Não,3,1,1,2,1
1546,45,950,3,4,2132,4,N,20,4,8,3,5,4,0,3,Não,1,1,1,2,2
1547,42,288,3,4,10124,2,S,14,3,24,3,20,8,13,9,Sim,4,1,2,2,2
1548,40,1342,3,1,5473,0,N,12,3,9,5,8,4,7,1,Sim,1,1,1,2,2
1549,33,589,3,3,5207,1,S,12,3,15,3,15,14,5,7,Sim,2,1,1,2,2
1550,40,898,3,4,16437,1,S,21,4,21,2,21,7,7,7,Sim,5,1,1,2,1
1551,24,350,2,1,2296,0,N,14,3,2,3,1,1,0,0,Não,2,1,1,2,3
1552,40,1142,3,4,4069,3,S,18,3,8,2,2,2,2,2,Não,4,1,3,2,3
1553,45,538,3,2,7441,1,N,12,3,10,4,10,8,7,7,Sim,4,1,1,2,3
1554,35,1402,2,3,2430,0,N,23,4,6,5,5,3,4,2,Não,5,1,1,1,2
1555,32,824,2,2,5878,3,N,12,3,12,2,7,1,2,5,Não,1,1,1,1,2
1556,36,1157,3,4,2644,3,S,21,4,7,3,3,2,1,2,Não,5,1,1,2,1
1557,48,492,3,3,6439,8,N,14,3,18,2,8,7,7,7,Sim,1,1,1,1,3
1558,29,598,4,3,2451,6,N,18,3,5,2,1,0,0,0,Não,1,1,1,2,2
1560,33,1242,3,1,6392,2,N,13,3,8,6,2,2,2,2,Não,1,1,1,2,2
1562,30,740,2,1,9714,1,N,11,3,10,4,10,8,6,7,Sim,1,1,1,2,2
1563,38,888,3,3,6077,3,N,11,3,10,2,6,3,1,2,Não,1,1,2,2,2
1564,35,992,2,1,2450,1,N,19,3,3,3,3,0,1,2,Não,2,1,1,2,1
1568,30,1288,3,2,9250,3,N,12,3,9,3,4,2,1,3,Não,1,1,1,2,2
1569,35,104,3,1,2074,1,S,12,3,1,2,1,0,0,0,Não,2,1,1,1,3
1572,53,607,2,4,10169,0,N,16,3,34,4,33,7,1,9,Não,3,1,1,1,2
1573,38,903,3,2,4855,4,N,11,3,7,2,5,2,1,4,Não,3,1,1,2,2
1574,32,1200,3,1,4087,4,N,14,3,9,3,6,5,1,2,Não,1,1,3,2,2
1576,48,1108,3,1,2367,8,N,12,3,10,3,8,2,7,6,Sim,1,1,1,1,2
1577,34,479,3,4,2972,1,N,13,3,1,4,1,0,0,0,Não,1,1,1,2,1
1578,55,685,2,4,19586,1,N,21,4,36,3,36,6,2,13,Não,5,1,1,2,2
1580,34,1351,3,4,5484,9,N,17,3,9,3,2,2,2,1,Não,1,1,1,2,2
1581,26,474,3,4,2061,1,N,21,4,1,5,1,0,0,0,Não,1,1,1,1,2
1582,38,1245,3,2,9924,0,N,11,3,10,3,9,8,7,7,Sim,1,1,1,2,2
1583,38,437,3,2,4198,2,N,12,3,8,5,3,2,1,2,Não,1,1,1,1,1
1585,36,884,3,3,6815,6,N,13,3,15,5,1,0,0,0,Não,1,1,1,1,1
1586,29,1370,3,1,4723,1,S,18,3,10,3,10,9,1,5,Não,2,1,1,2,1
1587,35,670,3,3,6142,3,S,16,3,10,4,5,2,0,4,Não,4,1,1,1,1
1588,39,1462,4,3,8237,2,N,11,3,11,3,7,6,7,6,Sim,1,1,1,2,2
1590,29,995,3,4,8853,1,N,19,3,6,0,6,4,1,3,Não,4,1,2,2,3
1591,50,264,3,3,19331,4,S,16,3,27,2,1,0,0,0,Não,5,1,1,2,2
1592,23,977,4,3,2073,2,N,16,3,4,2,2,2,2,2,Não,1,1,1,2,2
1594,36,1302,4,1,5562,3,S,13,3,9,3,3,2,0,2,Não,2,1,2,2,2
1595,42,1059,2,4,19613,8,N,22,4,24,2,1,0,0,1,Não,5,1,1,2,1
1596,35,750,4,3,3407,1,N,17,3,10,3,10,9,6,8,Sim,2,1,1,2,2
1597,34,653,2,3,5063,1,N,14,3,8,3,8,2,7,7,Sim,4,1,2,2,2
1598,40,118,3,1,4639,1,N,15,3,5,2,5,4,1,2,Não,1,1,1,1,2
1599,43,990,4,2,4876,5,N,12,3,8,0,6,4,0,2,Não,2,1,1,2,3
1601,35,1349,2,4,2690,1,N,18,3,1,5,1,0,0,1,Não,2,1,1,2,2
1602,46,563,4,1,17567,1,N,15,3,27,5,26,0,0,12,Não,5,1,1,2,1
1604,28,329,3,2,2408,1,S,17,3,1,3,1,1,0,0,Não,2,1,1,2,2
1605,22,457,2,3,2814,1,S,14,3,4,2,4,2,1,3,Não,1,1,3,1,2
1606,50,1234,3,3,11245,2,S,15,3,32,3,30,8,12,13,Sim,4,1,2,2,2
1607,32,634,4,4,3312,3,N,17,3,6,3,3,2,0,2,Não,1,1,1,1,2
1608,44,1313,3,4,19049,0,S,14,3,23,4,22,7,1,10,Não,6,1,1,1,3
1609,30,241,2,2,2141,1,N,12,3,6,3,6,4,1,1,Não,1,1,1,2,2
1611,45,1015,1,1,5769,1,S,14,3,10,3,10,7,1,4,Não,2,1,1,1,1
1612,45,336,2,1,4385,1,N,15,3,10,2,10,7,4,5,Não,1,1,3,2,2
1613,31,715,3,1,5332,7,N,13,3,10,3,5,2,0,3,Não,1,1,2,2,1
1614,36,559,3,3,4663,9,S,12,3,7,2,3,2,1,1,Não,3,1,1,1,2
1615,34,426,4,4,4724,1,N,13,3,9,3,9,7,7,2,Sim,3,1,2,2,3
1617,49,722,3,1,3211,1,N,14,3,10,3,9,6,1,4,Não,2,1,1,1,2
1618,39,1387,3,1,5377,2,N,13,3,10,3,7,7,7,7,Sim,3,1,1,2,2
1619,27,1302,2,1,4066,1,N,11,3,7,3,7,7,0,7,Não,2,1,1,2,3
1621,35,819,4,1,5208,1,N,11,3,16,2,16,15,1,10,Não,1,1,1,2,2
1622,28,580,1,1,4877,0,N,21,4,6,5,5,3,0,0,Não,3,1,1,1,3
1623,21,546,3,4,3117,1,N,18,3,3,2,2,2,2,2,Não,1,1,1,2,1
1624,18,544,3,4,1569,1,S,12,3,0,2,0,0,0,0,Não,5,1,2,1,1
1625,47,1176,3,3,19658,3,N,11,3,27,2,5,2,1,0,Não,5,1,1,1,2
1627,39,170,2,3,3069,0,N,15,3,11,3,10,8,0,7,Não,2,1,1,2,3
1628,40,884,2,3,10435,1,N,13,3,18,2,18,15,14,12,Sim,3,1,1,1,2
1630,35,208,3,3,4148,1,N,12,3,15,5,14,11,2,9,Não,4,1,3,1,2
1631,37,671,3,3,5768,3,N,17,3,9,2,4,3,0,2,Não,3,1,1,2,2
1633,39,711,3,3,5042,0,N,13,3,10,2,9,2,3,8,Não,3,1,2,1,1
1635,45,1329,2,4,5770,1,N,19,3,10,3,10,7,3,9,Não,3,1,1,1,3
1638,38,397,2,3,7756,3,S,19,3,10,6,5,4,0,2,Não,3,1,1,1,2
1639,35,737,2,1,10306,9,N,17,3,15,3,13,12,6,0,Sim,1,1,1,2,2
